scorer,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns
bodyparts,top,top,left,left,right,right,bottom,bottom
coords,x,y,x,y,x,y,x,y
labeled-data/56/img0032.png,556.3701298701297,335.3441558441558,515.4610389610389,347.03246753246754,601.1753246753246,350.9285714285714,558.3181818181818,366.512987012987
labeled-data/56/img0104.png,564.1623376623376,308.07142857142856,458.96753246753235,331.44805194805195,657.6688311688312,327.55194805194805,554.4220779220778,364.56493506493507
labeled-data/56/img0143.png,523.2532467532467,304.17532467532465,472.603896103896,304.17532467532465,593.3831168831168,308.07142857142856,515.4610389610389,315.8636363636363
labeled-data/56/img0159.png,513.512987012987,308.07142857142856,433.642857142857,325.6038961038961,607.0194805194805,327.55194805194805,513.512987012987,356.77272727272725
labeled-data/56/img0285.png,517.4090909090908,333.39610389610385,439.4870129870128,333.39610389610385,603.1233766233765,337.29220779220776,511.56493506493496,343.1363636363636
labeled-data/56/img0346.png,536.8896103896103,339.2402597402597,490.1363636363635,347.03246753246754,595.3311688311687,347.03246753246754,538.8376623376622,358.7207792207792
labeled-data/56/img0396.png,550.5259740259739,335.3441558441558,488.1883116883116,337.29220779220776,616.7597402597402,331.44805194805195,552.4740259740258,339.2402597402597
labeled-data/56/img0436.png,564.1623376623376,323.65584415584414,443.3831168831167,347.03246753246754,684.9415584415584,343.1363636363636,552.4740259740258,405.47402597402595
labeled-data/56/img0473.png,511.56493506493496,292.4870129870129,396.62987012987,321.7077922077922,638.1883116883116,319.7597402597402,513.512987012987,366.512987012987
labeled-data/56/img0492.png,525.2012987012986,284.6948051948052,416.11038961038946,302.22727272727275,618.7077922077922,300.27922077922074,515.4610389610389,311.96753246753246
labeled-data/56/img0546.png,542.7337662337661,300.27922077922074,418.05844155844136,329.5,665.461038961039,315.8636363636363,546.62987012987,354.8246753246753
labeled-data/56/img0562.png,521.3051948051947,308.07142857142856,408.31818181818164,337.29220779220776,644.0324675324675,321.7077922077922,521.3051948051947,362.6168831168831
labeled-data/56/img0578.png,536.8896103896103,335.3441558441558,462.86363636363626,337.29220779220776,607.0194805194805,333.39610389610385,532.9935064935064,337.29220779220776
labeled-data/56/img0599.png,540.7857142857142,308.07142857142856,468.70779220779207,302.22727272727275,605.0714285714286,304.17532467532465,540.7857142857142,311.96753246753246
labeled-data/56/img0624.png,556.3701298701297,282.7467532467532,464.81168831168816,310.01948051948045,651.8246753246752,308.07142857142856,562.2142857142857,339.2402597402597
labeled-data/56/img0681.png,540.7857142857142,274.9545454545454,457.01948051948034,288.5909090909091,626.5,292.4870129870129,540.7857142857142,323.65584415584414
labeled-data/56/img0730.png,573.9025974025973,308.07142857142856,478.4480519480518,335.3441558441558,659.6168831168831,331.44805194805195,562.2142857142857,384.0454545454545
labeled-data/56/img0741.png,564.1623376623376,347.03246753246754,490.1363636363635,347.03246753246754,630.3961038961038,347.03246753246754,562.2142857142857,354.8246753246753
labeled-data/56/img0789.png,560.2662337662337,296.3831168831168,458.96753246753235,333.39610389610385,661.5649350649351,327.55194805194805,560.2662337662337,366.512987012987
labeled-data/56/img0843.png,564.1623376623376,292.4870129870129,482.3441558441557,315.8636363636363,663.512987012987,306.12337662337666,560.2662337662337,347.03246753246754
