scorer,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns
bodyparts,top,top,left,left,right,right,bottom,bottom
coords,x,y,x,y,x,y,x,y
labeled-data/54/img0003.png,564.1623376623376,315.8636363636363,478.4480519480518,323.65584415584414,628.4480519480519,317.8116883116883,562.2142857142857,327.55194805194805
labeled-data/54/img0254.png,587.538961038961,321.7077922077922,435.590909090909,329.5,751.1753246753248,339.2402597402597,577.7987012987012,411.3181818181818
labeled-data/54/img0346.png,607.0194805194805,348.9805194805195,521.3051948051947,350.9285714285714,675.2012987012987,348.9805194805195,607.0194805194805,354.8246753246753
labeled-data/54/img0465.png,612.8636363636363,317.8116883116883,455.07142857142844,308.07142857142856,764.8116883116883,319.7597402597402,603.1233766233765,389.88961038961037
labeled-data/54/img0482.png,591.4350649350648,368.4610389610389,472.603896103896,368.4610389610389,737.538961038961,366.512987012987,601.1753246753246,434.6948051948052
labeled-data/54/img0496.png,614.8116883116883,393.7857142857143,532.9935064935064,380.14935064935065,704.4220779220778,380.14935064935065,610.9155844155844,405.47402597402595
labeled-data/54/img0507.png,630.3961038961038,343.1363636363636,497.92857142857133,376.25324675324674,758.9675324675326,378.2012987012987,618.7077922077922,417.1623376623377
labeled-data/54/img0844.png,591.4350649350648,311.96753246753246,470.6558441558441,350.9285714285714,723.9025974025975,358.7207792207792,585.590909090909,417.1623376623377
labeled-data/54/img0939.png,614.8116883116883,290.538961038961,517.4090909090908,358.7207792207792,727.7987012987013,364.56493506493507,614.8116883116883,424.95454545454544
labeled-data/54/img0979.png,620.6558441558441,308.07142857142856,457.01948051948034,284.6948051948052,784.2922077922077,296.3831168831168,607.0194805194805,385.99350649350646
labeled-data/54/img1173.png,610.9155844155844,315.8636363636363,499.87662337662323,327.55194805194805,708.3181818181819,335.3441558441558,607.0194805194805,358.7207792207792
labeled-data/54/img1267.png,620.6558441558441,311.96753246753246,513.512987012987,337.29220779220776,735.5909090909091,345.0844155844156,618.7077922077922,374.3051948051948
labeled-data/54/img1460.png,630.3961038961038,306.12337662337666,505.72077922077915,333.39610389610385,747.2792207792207,347.03246753246754,620.6558441558441,378.2012987012987
labeled-data/54/img1525.png,626.5,343.1363636363636,529.0974025974025,378.2012987012987,720.0064935064935,387.9415584415584,632.3441558441558,436.6428571428571
labeled-data/54/img1612.png,595.3311688311687,308.07142857142856,488.1883116883116,333.39610389610385,714.1623376623376,337.29220779220776,593.3831168831168,378.2012987012987
labeled-data/54/img1791.png,607.0194805194805,347.03246753246754,478.4480519480518,362.6168831168831,733.6428571428572,374.3051948051948,595.3311688311687,460.0194805194805
labeled-data/54/img1869.png,595.3311688311687,315.8636363636363,486.2402597402596,325.6038961038961,673.2532467532467,323.65584415584414,591.4350649350648,333.39610389610385
labeled-data/54/img1918.png,595.3311688311687,310.01948051948045,478.4480519480518,310.01948051948045,739.4870129870129,315.8636363636363,603.1233766233765,391.8376623376623
labeled-data/54/img2005.png,628.4480519480519,292.4870129870129,490.1363636363635,308.07142857142856,760.9155844155845,321.7077922077922,622.6038961038961,350.9285714285714
labeled-data/54/img2038.png,579.7467532467532,288.5909090909091,449.22727272727263,323.65584415584414,700.525974025974,347.03246753246754,575.8506493506493,362.6168831168831
