scorer,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns
bodyparts,top,top,left,left,right,right,bottom,bottom
coords,x,y,x,y,x,y,x,y
labeled-data/7/img0038.png,700.525974025974,183.3961038961039,624.551948051948,210.66883116883116,776.5000000000001,202.87662337662334,700.525974025974,218.46103896103898
labeled-data/7/img0063.png,708.3181818181819,187.2922077922077,632.3441558441558,210.66883116883116,778.448051948052,206.77272727272725,704.4220779220778,218.46103896103898
labeled-data/7/img0093.png,704.4220779220778,185.3441558441558,622.6038961038961,204.82467532467524,772.6038961038961,195.08441558441552,700.525974025974,214.56493506493507
labeled-data/7/img0116.png,692.7337662337662,167.81168831168827,603.1233766233765,200.92857142857144,770.6558441558442,197.03246753246754,688.8376623376623,218.46103896103898
labeled-data/7/img0249.png,710.2662337662338,179.5,630.3961038961038,212.61688311688306,790.1363636363636,204.82467532467524,710.2662337662338,232.0974025974026
labeled-data/7/img0316.png,704.4220779220778,175.6038961038961,614.8116883116883,206.77272727272725,801.8246753246752,193.13636363636363,708.3181818181819,224.3051948051948
labeled-data/7/img0380.png,708.3181818181819,189.24025974025972,638.1883116883116,214.56493506493507,782.3441558441558,204.82467532467524,721.9545454545454,222.35714285714278
labeled-data/7/img0514.png,723.9025974025975,189.24025974025972,632.3441558441558,218.46103896103898,805.7207792207793,200.92857142857144,725.8506493506494,235.99350649350652
labeled-data/7/img0584.png,723.9025974025975,177.551948051948,653.7727272727273,210.66883116883116,792.0844155844155,202.87662337662334,723.9025974025975,234.0454545454545
labeled-data/7/img0673.png,731.6948051948051,193.13636363636363,638.1883116883116,226.25324675324669,817.4090909090909,210.66883116883116,737.538961038961,249.62987012987014
labeled-data/7/img0684.png,727.7987012987013,191.18831168831161,642.0844155844155,220.40909090909088,809.6168831168831,210.66883116883116,729.7467532467532,230.1493506493506
labeled-data/7/img0727.png,710.2662337662338,189.24025974025972,665.461038961039,195.08441558441552,760.9155844155845,191.18831168831161,708.3181818181819,202.87662337662334
labeled-data/7/img0743.png,716.1103896103897,187.2922077922077,626.5,214.56493506493507,803.7727272727274,206.77272727272725,725.8506493506494,234.0454545454545
labeled-data/7/img0768.png,708.3181818181819,183.3961038961039,642.0844155844155,202.87662337662334,758.9675324675326,202.87662337662334,706.3701298701297,218.46103896103898
labeled-data/7/img0830.png,729.7467532467532,181.4480519480519,657.6688311688312,204.82467532467524,794.0324675324676,204.82467532467524,721.9545454545454,214.56493506493507
labeled-data/7/img0841.png,729.7467532467532,191.18831168831161,661.5649350649351,210.66883116883116,803.7727272727274,212.61688311688306,731.6948051948051,222.35714285714278
labeled-data/7/img0912.png,700.525974025974,185.3441558441558,620.6558441558441,222.35714285714278,788.1883116883117,216.51298701298697,706.3701298701297,255.47402597402595
labeled-data/7/img0930.png,708.3181818181819,202.87662337662334,653.7727272727273,198.98051948051943,758.9675324675326,202.87662337662334,712.2142857142857,208.72077922077915
labeled-data/7/img0980.png,716.1103896103897,183.3961038961039,645.9805194805194,222.35714285714278,784.2922077922077,222.35714285714278,718.0584415584416,249.62987012987014
labeled-data/7/img1100.png,704.4220779220778,177.551948051948,638.1883116883116,200.92857142857144,762.8636363636364,198.98051948051943,704.4220779220778,220.40909090909088
