scorer,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns
bodyparts,top,top,left,left,right,right,bottom,bottom
coords,x,y,x,y,x,y,x,y
labeled-data/66/img0071.png,653.9392579293835,234.2423099940155,544.5532615200478,247.111250748055,761.1804308797126,238.5319569120286,643.2151406343506,311.4559545182525
labeled-data/66/img0097.png,642.0844155844155,243.78571428571422,566.1103896103896,261.31818181818176,712.2142857142857,255.47402597402595,638.1883116883116,296.3831168831168
labeled-data/66/img0112.png,632.3441558441558,234.0454545454545,568.0584415584415,234.0454545454545,702.474025974026,237.9415584415584,630.3961038961038,265.21428571428567
labeled-data/66/img0126.png,634.2922077922077,226.25324675324669,544.6818181818181,234.0454545454545,727.7987012987013,235.99350649350652,628.4480519480519,290.538961038961
labeled-data/66/img0186.png,626.5,226.25324675324669,527.1493506493506,241.83766233766232,720.0064935064935,251.57792207792204,603.1233766233765,308.07142857142856
labeled-data/66/img0245.png,681.0454545454545,197.03246753246754,554.4220779220778,204.82467532467524,776.5000000000001,198.98051948051943,665.461038961039,243.78571428571422
labeled-data/66/img0313.png,645.9805194805194,222.35714285714278,538.8376623376622,230.1493506493506,751.1753246753248,226.25324675324669,634.2922077922077,271.0584415584416
labeled-data/66/img0329.png,642.0844155844155,265.21428571428567,540.7857142857142,245.73376623376623,735.5909090909091,249.62987012987014,638.1883116883116,280.7987012987013
labeled-data/66/img0376.png,647.9285714285714,206.77272727272725,536.8896103896103,224.3051948051948,755.0714285714286,232.0974025974026,647.9285714285714,273.0064935064935
labeled-data/66/img0378.png,647.9285714285714,212.61688311688306,532.9935064935064,210.66883116883116,755.0714285714286,218.46103896103898,642.0844155844155,230.1493506493506
labeled-data/66/img0412.png,661.5649350649351,247.68181818181813,570.0064935064935,253.52597402597405,747.2792207792207,253.52597402597405,657.6688311688312,298.33116883116884
labeled-data/66/img0480.png,696.62987012987,239.8896103896103,601.1753246753246,253.52597402597405,778.448051948052,255.47402597402595,696.62987012987,280.7987012987013
labeled-data/66/img0513.png,655.7207792207791,265.21428571428567,556.3701298701297,265.21428571428567,755.0714285714286,261.31818181818176,647.9285714285714,317.8116883116883
labeled-data/66/img0569.png,640.1363636363636,245.73376623376623,534.9415584415583,239.8896103896103,727.7987012987013,247.68181818181813,642.0844155844155,265.21428571428567
labeled-data/66/img0667.png,661.5649350649351,269.1103896103896,558.3181818181818,273.0064935064935,776.5000000000001,263.26623376623377,649.8766233766233,347.03246753246754
labeled-data/66/img0699.png,647.9285714285714,257.42207792207785,538.8376623376622,265.21428571428567,762.8636363636364,257.42207792207785,634.2922077922077,331.44805194805195
labeled-data/66/img0790.png,642.0844155844155,273.0064935064935,568.0584415584415,274.9545454545454,712.2142857142857,274.9545454545454,638.1883116883116,306.12337662337666
labeled-data/66/img0844.png,642.0844155844155,269.1103896103896,560.2662337662337,274.9545454545454,712.2142857142857,276.9025974025974,634.2922077922077,310.01948051948045
labeled-data/66/img0911.png,653.7727272727273,237.9415584415584,542.7337662337661,235.99350649350652,776.5000000000001,239.8896103896103,649.8766233766233,300.27922077922074
labeled-data/66/img1060.png,657.6688311688312,259.37012987012974,575.8506493506493,271.0584415584416,758.9675324675326,284.6948051948052,653.7727272727273,339.2402597402597
