scorer,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns,kmt2ns
bodyparts,top,top,left,left,right,right,bottom,bottom
coords,x,y,x,y,x,y,x,y
labeled-data/89/img0006.png,727.7987012987013,150.27922077922074,669.3571428571428,156.12337662337654,776.5000000000001,156.12337662337654,729.7467532467532,167.81168831168827
labeled-data/89/img0068.png,731.6948051948051,124.95454545454538,659.6168831168831,144.43506493506493,799.8766233766233,140.53896103896102,735.5909090909091,165.86363636363637
labeled-data/89/img0103.png,727.7987012987013,150.27922077922074,692.7337662337662,163.91558441558436,770.6558441558442,163.91558441558436,733.6428571428572,171.70779220779218
labeled-data/89/img0165.png,704.4220779220778,156.12337662337654,653.7727272727273,171.70779220779218,760.9155844155845,163.91558441558436,708.3181818181819,181.4480519480519
labeled-data/89/img0243.png,723.9025974025975,179.5,673.2532467532467,177.551948051948,770.6558441558442,173.65584415584408,720.0064935064935,183.3961038961039
labeled-data/89/img0264.png,729.7467532467532,152.22727272727263,659.6168831168831,177.551948051948,819.357142857143,165.86363636363637,733.6428571428572,195.08441558441552
labeled-data/89/img0313.png,727.7987012987013,144.43506493506493,679.0974025974026,156.12337662337654,770.6558441558442,148.33116883116884,723.9025974025975,163.91558441558436
labeled-data/89/img0328.png,731.6948051948051,167.81168831168827,665.461038961039,169.75974025974017,782.3441558441558,167.81168831168827,729.7467532467532,179.5
labeled-data/89/img0353.png,716.1103896103897,163.91558441558436,669.3571428571428,171.70779220779218,758.9675324675326,163.91558441558436,720.0064935064935,181.4480519480519
labeled-data/89/img0418.png,735.5909090909091,156.12337662337654,694.6818181818181,165.86363636363637,786.2402597402598,161.96753246753246,733.6428571428572,173.65584415584408
labeled-data/89/img0434.png,747.2792207792207,169.75974025974017,702.474025974026,167.81168831168827,799.8766233766233,163.91558441558436,751.1753246753248,173.65584415584408
labeled-data/89/img0456.png,743.3831168831169,169.75974025974017,667.4090909090909,191.18831168831161,813.5129870129871,175.6038961038961,747.2792207792207,202.87662337662334
labeled-data/89/img0539.png,731.6948051948051,198.98051948051943,686.8896103896103,214.56493506493507,778.448051948052,204.82467532467524,733.6428571428572,214.56493506493507
labeled-data/89/img0583.png,741.435064935065,171.70779220779218,661.5649350649351,202.87662337662334,831.0454545454546,181.4480519480519,745.3311688311688,210.66883116883116
labeled-data/89/img0629.png,745.3311688311688,200.92857142857144,681.0454545454545,208.72077922077915,819.357142857143,200.92857142857144,747.2792207792207,218.46103896103898
labeled-data/89/img0671.png,743.3831168831169,169.75974025974017,694.6818181818181,189.24025974025972,809.6168831168831,187.2922077922077,749.2272727272726,202.87662337662334
labeled-data/89/img0797.png,760.9155844155845,175.6038961038961,708.3181818181819,202.87662337662334,825.2012987012987,195.08441558441552,770.6558441558442,218.46103896103898
labeled-data/89/img0805.png,762.8636363636364,189.24025974025972,692.7337662337662,210.66883116883116,838.8376623376624,202.87662337662334,766.7597402597402,243.78571428571422
labeled-data/89/img0832.png,755.0714285714286,179.5,684.9415584415584,206.77272727272725,832.9935064935065,195.08441558441552,755.0714285714286,218.46103896103898
labeled-data/89/img0888.png,747.2792207792207,175.6038961038961,675.2012987012987,193.13636363636363,813.5129870129871,179.5,751.1753246753248,193.13636363636363
